SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,Pred_L,Pred_a,Pred_b,Target_L,Target_a,Target_b,Delta_E
0.0,500.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,380.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.165215,-0.51252556,-2.6869712,34.15,-0.51,-2.76,0.07463958782984038
0.0,210.0,0.0,0.0,470.0,0.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.07434,-8.788601,-0.1379975,36.12,-8.77,-0.08,0.07612137798731365
0.0,630.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,180.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,31.110748,-0.0075726034,-1.292396,31.19,-0.01,-1.27,0.08239116566138405
0.0,130.0,0.0,275.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,31.14425,-6.632425,-5.5039597,31.08,-6.69,-5.49,0.08739534480262078
0.0,36.0,0.0,192.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.380913,-0.63483787,-5.219806,33.42,-0.63,-5.14,0.08899575441042128
0.0,580.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28.425968,0.79841995,-0.6908433,28.37,0.73,-0.68,0.08905786190932628
0.0,0.0,0.0,280.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.38382,-23.503592,-31.27265,60.39,-23.45,-31.19,0.09869769063349111
0.0,24.0,0.0,0.0,159.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,57.20134,-18.065865,16.589043,57.16,-17.99,16.65,0.10573647133360911
0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.85348,3.366308,1.4092407,27.79,3.43,1.47,0.10852647762020665
0.0,700.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,83.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.487139,-0.036612917,-1.4116538,29.57,-0.02,-1.48,0.10868847674307347
0.0,11.0,0.0,0.0,0.0,0.0,101.0,195.0,0.0,0.0,0.0,33.0,0.0,0.0,642.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.89205,10.223806,33.89555,67.87,10.3,33.97,0.10878686041452813
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,708.0,0.0,0.0,286.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,49.554462,48.56042,-2.3436677,49.62,48.53,-2.25,0.11829731992904048
0.0,61.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,520.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.00566,10.711607,12.499968,49.94,10.67,12.41,0.11889774442162798
0.0,274.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,177.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.184845,-2.8869233,6.1374583,35.26,-2.91,6.23,0.12142805945032735
0.0,41.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,660.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.501408,7.546147,11.447421,55.55,7.48,11.54,0.12372342136913306
0.0,350.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,390.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.580894,-1.4738795,0.13707054,37.64,-1.38,0.2,0.12754188868684324
