SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,Pred_L,Pred_a,Pred_b,Target_L,Target_a,Target_b,Delta_E
0.0,0.0,0.0,160.0,0.0,200.0,260.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.629276,-12.6503935,4.005545,38.65,-12.65,4.03,0.032057258055696376
0.0,260.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,140.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.22765,2.5241766,4.29677,36.25,2.5,4.26,0.04935670402849521
0.0,0.0,0.0,0.0,380.0,10.0,0.0,110.0,0.0,250.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.852142,-12.327397,-3.8220265,38.87,-12.27,-3.82,0.06014530976573934
0.0,254.0,0.0,0.0,0.0,392.0,0.0,135.0,0.0,0.0,0.0,0.0,95.0,0.0,119.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.23196,1.4000841,4.6742983,36.22,1.41,4.75,0.07727950862020763
0.0,21.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,166.0,331.0,0.0,0.0,0.0,397.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.906685,5.4188795,-22.361893,43.92,5.35,-22.4,0.07983636762412143
0.0,405.0,0.0,0.0,80.0,80.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.251972,-2.5714965,-1.7247981,35.19,-2.61,-1.76,0.08100770866673795
0.0,403.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,160.0,0.0,156.0,0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.095991,-0.015919281,-3.8896847,29.03,0.03,-3.87,0.08277014406275521
0.0,0.0,0.0,442.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.633358,-27.461292,-21.657732,46.64,-27.39,-21.7,0.08314617514612772
0.0,15.0,0.0,0.0,0.0,83.0,0.0,0.0,920.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.47223,28.655315,25.981634,51.5,28.65,26.06,0.0833108018423675
0.0,60.0,0.0,220.0,630.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.56751,-18.64926,-0.26200724,34.54,-18.58,-0.31,0.08863927710697755
0.0,51.0,0.0,57.0,0.0,35.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,598.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.37904,-1.2486612,-14.845713,48.31,-1.3,-14.87,0.08939821202343222
0.0,38.0,0.0,0.0,0.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,188.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.698566,7.810501,30.067287,55.71,7.82,30.16,0.09389660982871469
0.0,130.0,0.0,275.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,31.14306,-6.7160883,-5.4242864,31.08,-6.69,-5.49,0.09473927794435295
0.0,0.0,0.0,224.0,0.0,17.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.70762,-7.191995,-27.237803,48.68,-7.28,-27.27,0.09769506988634946
0.0,10.0,0.0,752.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.53546,-13.775482,-22.215578,39.6,-13.84,-22.18,0.09794680532478411
0.0,0.0,0.0,8.0,0.0,0.0,152.0,64.0,0.0,0.0,55.0,0.0,0.0,0.0,686.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.291214,-2.3050687,27.258638,70.28,-2.28,27.16,0.1023900641652304
0.0,205.0,0.0,0.0,0.0,0.0,235.0,0.0,302.0,0.0,0.0,0.0,0.0,74.0,151.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,35.962482,1.9498031,5.366133,35.93,1.88,5.44,0.10669529813497002
0.0,172.0,0.0,0.0,0.0,0.0,510.0,194.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.890877,-2.055522,11.308401,35.87,-1.95,11.29,0.10912985566473644
0.0,0.0,0.0,0.0,490.0,33.0,0.0,113.0,0.0,300.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.86209,-10.137857,-3.235204,34.89,-10.07,-3.15,0.11244224697175997
0.0,0.0,0.0,96.9,0.0,106.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.926235,-3.5616395,-14.099248,47.03,-3.55,-14.04,0.12005386496077357
0.0,250.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,430.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,41.77576,0.41156346,2.83952,41.72,0.34,2.92,0.12127494552730407
15.0,0.0,0.0,180.0,380.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.011536,-36.28771,-6.3516827,50.9,-36.24,-6.34,0.12187191978151982
0.0,0.0,0.0,180.0,0.0,23.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.16978,-6.538008,-25.555244,49.07,-6.61,-25.55,0.1231524093147562
0.0,11.0,0.0,0.0,182.0,121.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.877888,-28.106623,16.180477,62.76,-28.13,16.15,0.12398738021326841
0.0,160.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.984547,-1.3494462,0.4115669,38.02,-1.4,0.52,0.12478125868596407
0.0,181.0,0.0,0.0,0.0,0.0,242.0,352.0,0.0,0.0,0.0,0.0,0.0,10.0,181.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.41895,-1.8007748,10.442026,38.33,-1.88,10.49,0.12841366336181748
0.0,147.0,0.0,0.0,285.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.75806,-10.967673,6.132859,33.69,-10.91,6.04,0.12876828767667467
0.0,96.0,0.0,0.0,120.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.28484,-9.835584,-0.6020187,52.27,-9.93,-0.69,0.12990520201284647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,63.0,0.0,0.0,0.0,159.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.43615,31.711958,-14.062555,38.56,31.73,-14.01,0.13574424279826114
0.0,0.0,0.0,440.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.728283,-23.879662,-30.824127,55.76,-23.95,-30.71,0.13776242563101015
0.0,165.0,0.0,0.0,30.0,126.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.430687,-4.2698627,2.5120807,47.5,-4.34,2.61,0.13896669284082502
0.0,60.0,0.0,0.0,35.0,0.0,197.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,622.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,54.989094,-8.929674,8.690955,55.04,-8.81,8.74,0.13899187438535762
0.0,30.0,0.0,350.0,350.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.38078,-20.213497,-9.365487,39.51,-20.24,-9.41,0.13921852181019012
22.0,0.0,0.0,714.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,105.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.333572,-3.1613777,-24.360933,35.26,-3.25,-24.44,0.13970811120184787
0.0,0.0,0.0,560.0,0.0,0.0,4.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.10639,-3.3417714,-36.158733,41.02,-3.42,-36.08,0.14064929516757374
0.0,7.0,0.0,0.0,0.0,0.0,167.0,55.0,135.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,71.4031,12.13585,37.364857,71.3,12.12,37.27,0.14099090222098362
0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,113.0,0.0,305.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.60175,5.3886013,-9.407199,35.67,5.35,-9.28999999999999,0.14100987838944007
0.0,25.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,190.0,0.0,450.0,0.0,0.0,244.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,42.3705,25.50672,-5.0339947,42.27,25.6,-5.07,0.14176599940866724
0.0,0.0,0.0,764.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.547379,0.9145865,-3.5884411,28.48,0.79,-3.57,0.1428346427366579
0.0,0.0,0.0,0.0,37.0,0.0,350.0,80.0,670.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.514004,15.335858,31.24658,51.4,15.34,31.16,0.14321357131816606
0.0,70.0,0.0,220.0,0.0,0.0,5.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.863056,-1.9524897,-21.050009,39.86,-1.86,-20.94,0.14375542218167506
0.0,60.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,41.115963,10.314492,20.560297,41.21,10.31,20.67,0.14456101243450895
0.0,99.0,0.0,0.0,0.0,0.0,566.0,0.0,360.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.1364,2.7560263,14.906149,39.04,2.85,14.96,0.144995301167307
0.0,0.0,0.0,690.0,0.0,36.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,132.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.560745,-5.7337747,-27.735632,37.48,-5.77,-27.62,0.14561186407239649
0.0,0.0,0.0,0.0,110.0,0.0,150.0,60.0,0.0,25.0,0.0,0.0,0.0,0.0,790.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.01907,-26.49993,23.074764,67.15,-26.44,23.03,0.1507883502323754
0.0,250.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,31.623642,0.7740553,-9.770667,31.56,0.67,-9.859999999999992,0.15118921012013956
0.0,170.0,0.0,225.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.596184,-4.4274473,-3.9757466,30.55,-4.57,-4.0,0.15179734508158202
0.0,351.0,0.0,0.0,0.0,0.0,335.0,237.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31.61973,1.6652464,5.0689807,31.6,1.72,5.21,0.15255712937987762
0.0,65.0,0.0,0.0,0.0,144.0,0.0,180.0,0.0,0.0,0.0,0.0,111.0,0.0,484.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.205956,10.000954,10.664158,48.24,9.92,10.79,0.15345607622123297
0.0,330.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,640.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.54568,-0.32808888,-3.8256466,39.39,-0.31,-3.83,0.15678881657427
0.0,440.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.51131,-0.2227894,-2.6178496,37.38,-0.19,-2.7,0.15832341285776336
0.0,89.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,658.0,0.0,21.0,0.0,95.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.05508,2.7522247,-6.8101,33.15,2.71,-6.93,0.15864628238795847
0.0,38.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,330.0,0.0,0.0,330.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.76389,19.448435,11.464031,47.66,19.51,11.57,0.16066313186115377
0.0,253.0,0.0,0.0,154.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.295025,-7.3485847,2.2739384,38.32,-7.45,2.15,0.16207887328156637
0.0,0.0,0.0,700.0,0.0,0.0,0.0,48.0,0.0,0.0,30.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.49179,-10.616108,-25.688232,40.34,-10.64,-25.74,0.1621454623219345
0.0,115.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,385.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.079395,8.356629,-8.798732,32.19,8.42,-8.9,0.16280198103323051
0.0,28.0,0.0,330.0,450.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.183704,-15.168752,-4.363878,35.25,-15.29,-4.45,0.16282903270227503
0.0,132.0,0.0,0.0,276.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.54463,-15.114145,9.518845,35.43,-15.23,9.529999999999992,0.16335963541160534
0.0,45.0,0.0,0.0,0.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.26255,12.108409,22.889307,46.1,12.11,22.87,0.16370067256835805
0.0,36.0,0.0,0.0,66.0,312.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,54.416576,-11.375316,26.695057,54.5,-11.47,26.59,0.16419981112286028
