SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,Pred_L,Pred_a,Pred_b,Target_L,Target_a,Target_b,Delta_E
0.0,0.0,0.0,0.0,190.0,40.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64.9414,-43.33395,37.993763,64.93,-43.31,37.99,0.026789793601634283
0.0,240.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,550.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.84369,-0.44900295,-0.67808145,41.81,-0.41,-0.69,0.052898282912808875
0.0,304.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,169.0,0.0,122.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.876434,-0.09593759,-5.2829547,32.89,-0.14,-5.31,0.053450653474680476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,160.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.386894,54.078117,21.386478,46.31,54.08,21.4,0.07809673048572076
0.0,132.0,0.0,0.0,276.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.481396,-15.1675005,9.450006,35.43,-15.23,9.529999999999992,0.11378410791549194
0.0,164.0,0.0,0.0,211.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.280136,-9.271921,1.2477417,46.16,-9.24,1.25,0.12432515747502476
0.0,300.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,480.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,40.748173,-0.50280595,-0.77246654,40.79,-0.54,-0.66,0.12562499029060428
0.0,0.0,0.0,0.0,220.0,0.0,0.0,77.0,0.0,140.0,0.0,120.0,0.0,0.0,410.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.531094,-8.997971,-7.2265534,46.5,-8.86999999999999,-7.28,0.1421260573620807
0.0,440.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.508015,-0.13907282,-2.658578,37.38,-0.19,-2.7,0.14386495205273128
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,670.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.71577,45.25273,12.337327,49.65,45.13,12.38,0.14563567603788294
0.0,50.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,15.0,0.0,0.0,143.0,0.0,454.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.42107,12.694929,9.793403,49.55,12.76,9.82,0.14684875319037863
0.0,24.0,0.0,0.0,53.0,0.0,200.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,59.833218,-9.907048,31.59232,59.7,-9.94,31.54,0.14686756903241308
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,380.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.055424,39.309593,21.213009,45.97,39.27,21.1,0.1470912757720426
0.0,220.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,550.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.89022,-0.6617675,0.9507388,42.82,-0.55,1.02,0.1490638263077864
0.0,191.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,564.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.061966,-0.059345495,0.8081224,43.92,-0.07,0.76,0.1502784492743644
0.0,166.0,0.0,0.0,560.0,15.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32.897408,-12.123952,3.8133125,32.86,-12.09,3.67,0.15195570788078847
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.25101,37.465378,64.89042,67.17,37.34,64.8499999999999,0.15464616949609675
0.0,73.0,0.0,0.0,269.0,0.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.200577,-19.620663,-0.767167,51.19,-19.57,-0.92,0.1613583304288712
0.0,342.0,0.0,0.0,0.0,140.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.078823,-1.546434,-1.6329206,39.17,-1.67,-1.58,0.16242649594669673
0.0,90.0,0.0,0.0,350.0,0.0,80.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.018547,-9.535896,-4.321963,35.98,-9.48,-4.47,0.16286581862936245
0.0,0.0,0.0,721.0,40.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.89528,-13.9056425,-21.244322,39.9,-13.79,-21.36,0.16363654572325317
0.0,333.0,0.0,95.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.59461,-2.8382876,-3.5623453,36.51,-2.73,-3.47,0.16556695436173466
0.0,170.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,700.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.299473,-0.5743591,-2.029392,48.25,-0.47,-1.91,0.16611091217067625
0.0,0.0,0.0,0.0,673.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,287.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.678627,-35.28021,1.8257959,47.7,-35.11,1.82,0.1716431185934098
0.0,192.0,0.0,0.0,0.0,100.0,176.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,280.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,39.556484,0.6772173,3.5964894,39.55,0.76,3.75,0.17452941025394497
0.0,160.0,0.0,0.0,60.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.29435,-4.625887,-0.98848355,47.23,-4.53,-1.12,0.17501930767491586
